tourney_id,tourney_name,tourney_date,surface,winner,country_winner,loser,country_loser,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,aces
2018-580,Australian Open,20180115,Hard,"Simon, Gilles",FRA,"Copil, Marius",ROU,7-5 6-4 6-3,5,R128,121.0,2.0,6.0,106.0,72.0,51.0,17.0,16.0,3.0,5.0,12.0,2.0,84.0,49.0,33.0,18.0,15.0,5.0,10.0,57.0,860.0,92.0,592.0,1.0
2018-M024,Cincinnati Masters,20180813,Hard,"Cilic, Marin",CRO,"Copil, Marius",ROU,6-7(4) 6-4 6-4,3,R32,137.0,8.0,6.0,93.0,61.0,50.0,18.0,16.0,1.0,2.0,16.0,2.0,101.0,54.0,41.0,27.0,16.0,4.0,7.0,7.0,4085.0,92.0,642.0,4.0
2018-560,Us Open,20180827,Hard,"Cilic, Marin",CRO,"Copil, Marius",ROU,7-5 6-1 1-1 RET,5,R128,95.0,13.0,6.0,74.0,42.0,32.0,13.0,11.0,7.0,9.0,5.0,3.0,56.0,22.0,15.0,12.0,10.0,1.0,6.0,7.0,4445.0,82.0,700.0,8.0
2018-M007,Miami Masters,20180319,Hard,"Khachanov, Karen",RUS,"Copil, Marius",ROU,7-5 6-3,3,R64,75.0,1.0,1.0,58.0,37.0,30.0,14.0,11.0,1.0,2.0,6.0,4.0,63.0,35.0,26.0,13.0,10.0,6.0,9.0,41.0,1220.0,84.0,661.0,1.0
2018-0322,Geneva,20180521,Clay,"Johnson, Steve",USA,"Copil, Marius",ROU,7-6(4) 6-3,3,R32,93.0,11.0,1.0,83.0,57.0,40.0,18.0,11.0,8.0,9.0,6.0,1.0,58.0,34.0,22.0,18.0,10.0,2.0,4.0,47.0,1065.0,95.0,662.0,7.0
2018-0407,Rotterdam,20180212,Hard,"Dzumhur, Damir",BIH,"Copil, Marius",ROU,6-4 6-4,3,R32,77.0,4.0,1.0,65.0,49.0,34.0,9.0,10.0,2.0,3.0,10.0,4.0,59.0,36.0,26.0,10.0,10.0,0.0,3.0,29.0,1490.0,74.0,731.0,3.0
2018-7650,Antalya,20180625,Grass,"Dzumhur, Damir",BIH,"Copil, Marius",ROU,4-6 6-4 6-4,3,R16,113.0,6.0,3.0,91.0,65.0,46.0,17.0,15.0,2.0,3.0,10.0,4.0,99.0,63.0,44.0,21.0,15.0,11.0,13.0,30.0,1460.0,95.0,607.0,3.0
2018-0308,Munich,20180430,Clay,"Ruud, Casper",NOR,"Copil, Marius",ROU,7-6(3) 6-3,3,R32,75.0,4.0,0.0,62.0,41.0,32.0,14.0,10.0,2.0,2.0,7.0,3.0,63.0,41.0,28.0,14.0,11.0,2.0,4.0,193.0,299.0,86.0,680.0,3.0
2018-0328,Basel,20181022,Hard,"Federer, Roger",SUI,"Copil, Marius",ROU,7-6(5) 6-4,3,F,94.0,6.0,3.0,65.0,34.0,32.0,17.0,11.0,3.0,5.0,14.0,4.0,76.0,46.0,32.0,14.0,11.0,2.0,5.0,3.0,6260.0,93.0,608.0,4.0
2018-M-DC-2018-G2-EPA-M-ROU-POL-01,Davis Cup G2 R3: ROU vs POL,20180915,Clay,"Hurkacz, Hubert",POL,"Copil, Marius",ROU,6-3 6-4,3,RR,69.0,7.0,1.0,67.0,43.0,33.0,12.0,10.0,2.0,2.0,6.0,2.0,51.0,33.0,25.0,7.0,9.0,1.0,3.0,95.0,597.0,81.0,700.0,6.0
2018-6116,Atlanta,20180723,Hard,"Tiafoe, Francis",USA,"Copil, Marius",ROU,6-4 6-4,3,R32,61.0,9.0,1.0,53.0,35.0,31.0,10.0,10.0,0.0,0.0,8.0,3.0,50.0,27.0,22.0,14.0,10.0,0.0,2.0,42.0,1030.0,93.0,617.0,9.0
2018-M006,Indian Wells Masters,20180305,Hard,"Polansky, Peter",CAN,"Copil, Marius",ROU,7-6(3) 6-7(5) 7-6(12),3,R128,192.0,1.0,6.0,124.0,70.0,57.0,33.0,18.0,4.0,6.0,25.0,3.0,129.0,66.0,50.0,37.0,18.0,5.0,7.0,134.0,412.0,81.0,677.0,0.0
2018-520,Roland Garros,20180528,Clay,"Cecchinato, Marco",ITA,"Copil, Marius",ROU,2-6 6-7(4) 7-5 6-2 10-8,5,R128,221.0,13.0,2.0,171.0,111.0,87.0,35.0,29.0,5.0,7.0,23.0,4.0,176.0,99.0,76.0,43.0,29.0,10.0,14.0,72.0,806.0,94.0,662.0,4.0
2018-M035,Washington,20180730,Hard,"Murray, Andy",GBR,"Copil, Marius",ROU,6-7(5) 6-3 7-6(4),3,R16,182.0,2.0,2.0,121.0,77.0,54.0,23.0,16.0,5.0,6.0,20.0,6.0,110.0,58.0,49.0,24.0,17.0,3.0,6.0,832.0,20.0,93.0,617.0,1.0
2018-0429,Stockholm,20181015,Hard,"Klahn, Bradley",USA,"Copil, Marius",ROU,6-2 3-6 6-4,3,R32,92.0,8.0,3.0,78.0,48.0,38.0,16.0,13.0,3.0,4.0,12.0,2.0,73.0,44.0,37.0,11.0,14.0,0.0,3.0,102.0,575.0,90.0,608.0,5.0
2018-540,Wimbledon,20180702,Grass,"Ebden, Matthew",AUS,"Goffin, David",BEL,6-4 6-3 6-4,5,R128,93.0,6.0,3.0,81.0,48.0,40.0,22.0,15.0,1.0,2.0,3.0,2.0,84.0,50.0,30.0,19.0,14.0,4.0,8.0,51.0,989.0,9.0,3110.0,4.0
2018-M021,Madrid Masters,20180507,Clay,"Edmund, Kyle",GBR,"Goffin, David",BEL,6-3 6-3,3,R16,72.0,7.0,1.0,51.0,29.0,25.0,13.0,9.0,2.0,2.0,4.0,1.0,58.0,38.0,23.0,10.0,9.0,4.0,7.0,22.0,1757.0,10.0,3020.0,6.0
2018-0407,Rotterdam,20180212,Hard,"Dimitrov, Grigor",BUL,"Goffin, David",BEL,6-3 0-1 RET,3,SF,61.0,6.0,4.0,48.0,32.0,22.0,8.0,5.0,6.0,6.0,4.0,0.0,32.0,18.0,14.0,7.0,5.0,1.0,2.0,5.0,4425.0,7.0,3400.0,6.0
2018-0410,Monte Carlo Masters,20180416,Clay,"Dimitrov, Grigor",BUL,"Goffin, David",BEL,6-4 7-6(5),3,QF,106.0,6.0,3.0,74.0,48.0,36.0,10.0,11.0,3.0,6.0,1.0,1.0,80.0,57.0,35.0,11.0,11.0,9.0,13.0,5.0,4635.0,10.0,3110.0,3.0
2018-0311,London,20180618,Grass,"Lopez, Feliciano",ESP,"Goffin, David",BEL,6-3 6-7(7) 6-3,3,R32,109.0,11.0,3.0,86.0,50.0,44.0,23.0,16.0,1.0,2.0,2.0,5.0,87.0,46.0,32.0,24.0,14.0,0.0,3.0,37.0,1190.0,9.0,3110.0,6.0
2018-0375,Montpellier,20180205,Hard,"Gasquet, Richard",FRA,"Goffin, David",BEL,6-4 0-6 6-3,3,SF,108.0,8.0,2.0,72.0,42.0,33.0,13.0,12.0,1.0,4.0,5.0,0.0,83.0,42.0,27.0,26.0,13.0,5.0,8.0,33.0,1375.0,7.0,3460.0,4.0
2018-M035,Washington,20180730,Hard,"Tsitsipas, Stefanos",GRE,"Goffin, David",BEL,6-3 6-4,3,QF,74.0,7.0,5.0,59.0,36.0,31.0,11.0,10.0,3.0,3.0,4.0,3.0,49.0,32.0,27.0,6.0,9.0,1.0,3.0,32.0,1399.0,11.0,3120.0,6.0
2018-560,Us Open,20180827,Hard,"Cilic, Marin",CRO,"Goffin, David",BEL,7-6(6) 6-2 6-4,5,R16,144.0,12.0,6.0,101.0,46.0,38.0,26.0,15.0,5.0,7.0,4.0,2.0,94.0,63.0,38.0,17.0,16.0,3.0,8.0,7.0,4445.0,10.0,3435.0,5.0
2018-M007,Miami Masters,20180319,Hard,"Sousa, Joao",POR,"Goffin, David",BEL,6-0 6-1,3,R64,61.0,2.0,1.0,48.0,23.0,21.0,10.0,7.0,4.0,5.0,2.0,3.0,50.0,19.0,9.0,8.0,6.0,7.0,13.0,80.0,680.0,9.0,3190.0,2.0
2018-0425,Barcelona,20180423,Clay,"Nadal, Rafael",ESP,"Goffin, David",BEL,6-4 6-0,3,SF,82.0,2.0,0.0,42.0,26.0,20.0,11.0,8.0,0.0,1.0,1.0,1.0,60.0,39.0,21.0,6.0,8.0,6.0,11.0,1.0,8770.0,10.0,2930.0,1.0
2018-M009,Rome Masters,20180514,Clay,"Zverev, Alexander",GER,"Goffin, David",BEL,6-4 3-6 6-3,3,QF,107.0,7.0,2.0,73.0,55.0,41.0,11.0,14.0,1.0,3.0,3.0,1.0,81.0,52.0,36.0,17.0,14.0,6.0,9.0,3.0,6015.0,10.0,2930.0,4.0
2018-580,Australian Open,20180115,Hard,"Benneteau, Julien",FRA,"Goffin, David",BEL,1-6 7-6(5) 6-1 7-6(4),5,R64,174.0,13.0,14.0,143.0,86.0,60.0,18.0,20.0,9.0,16.0,20.0,4.0,131.0,72.0,47.0,28.0,18.0,10.0,16.0,59.0,855.0,7.0,3775.0,4.0
2018-M024,Cincinnati Masters,20180813,Hard,"Federer, Roger",SUI,"Goffin, David",BEL,7-6(3) 1-1 RET,3,SF,62.0,9.0,2.0,45.0,32.0,24.0,9.0,7.0,0.0,0.0,1.0,4.0,57.0,36.0,25.0,13.0,7.0,4.0,4.0,2.0,6480.0,11.0,3085.0,9.0
2018-0421,Canada Masters,20180806,Hard,"Raonic, Milos",CAN,"Goffin, David",BEL,6-3 6-4,3,R64,72.0,13.0,3.0,48.0,27.0,27.0,14.0,10.0,3.0,3.0,2.0,3.0,58.0,38.0,26.0,9.0,9.0,1.0,3.0,29.0,1360.0,11.0,3120.0,11.0
2018-520,Roland Garros,20180528,Clay,"Cecchinato, Marco",ITA,"Goffin, David",BEL,7-5 4-6 6-0 6-3,5,R16,151.0,8.0,1.0,113.0,77.0,56.0,21.0,19.0,2.0,4.0,3.0,3.0,123.0,67.0,47.0,24.0,18.0,12.0,18.0,72.0,806.0,9.0,3020.0,3.0
2018-6967,Shenzhen,20180924,Hard,"Murray, Andy",GBR,"Goffin, David",BEL,6-3 6-4,3,R16,95.0,15.0,3.0,70.0,43.0,30.0,9.0,10.0,7.0,10.0,1.0,2.0,53.0,37.0,23.0,4.0,9.0,3.0,8.0,311.0,155.0,11.0,3435.0,9.0
2018-540,Wimbledon,20180702,Grass,"Ebden, Matthew",AUS,"Robert, Stephane",FRA,6-3 7-6(5) 4-6 6-1,5,R64,124.0,14.0,10.0,124.0,72.0,58.0,24.0,20.0,4.0,8.0,13.0,9.0,116.0,52.0,39.0,29.0,20.0,8.0,14.0,51.0,989.0,158.0,359.0,7.0
2018-7485,Antwerp,20181015,Hard,"Ramos, Albert",ESP,"Robert, Stephane",FRA,6-4 6-4,3,R32,73.0,3.0,2.0,53.0,28.0,26.0,13.0,10.0,3.0,4.0,6.0,1.0,56.0,30.0,22.0,11.0,10.0,2.0,5.0,64.0,805.0,158.0,361.0,2.0
2018-7581,Chengdu,20180924,Hard,"Ebden, Matthew",AUS,"Donskoy, Evgeny",RUS,6-3 6-4,3,R32,75.0,9.0,2.0,63.0,30.0,25.0,18.0,10.0,3.0,4.0,0.0,0.0,51.0,35.0,21.0,9.0,9.0,1.0,4.0,47.0,994.0,85.0,681.0,7.0
2018-520,Roland Garros,20180528,Clay,"Struff, Jan Lennard",GER,"Donskoy, Evgeny",RUS,6-1 6-3 6-0,5,R128,80.0,5.0,4.0,64.0,27.0,20.0,26.0,11.0,4.0,5.0,3.0,3.0,77.0,44.0,21.0,12.0,11.0,8.0,16.0,71.0,830.0,79.0,726.0,4.0
2018-M010,S-Hertogenbosch,20180611,Grass,"Gasquet, Richard",FRA,"Donskoy, Evgeny",RUS,6-2 6-2,3,R16,69.0,3.0,1.0,41.0,25.0,24.0,8.0,8.0,0.0,0.0,4.0,1.0,63.0,38.0,25.0,7.0,8.0,12.0,16.0,30.0,1395.0,76.0,726.0,3.0
2018-0451,Doha,20180101,Hard,"Thiem, Dominic",AUT,"Donskoy, Evgeny",RUS,7-6(3) 6-3,3,R32,96.0,13.0,3.0,64.0,38.0,35.0,11.0,10.0,3.0,4.0,2.0,1.0,77.0,53.0,34.0,11.0,11.0,4.0,7.0,5.0,4015.0,72.0,704.0,8.0
2018-M006,Indian Wells Masters,20180305,Hard,"Anderson, Kevin",RSA,"Donskoy, Evgeny",RUS,7-5 6-4,3,R64,93.0,17.0,0.0,56.0,42.0,35.0,10.0,11.0,0.0,0.0,4.0,4.0,66.0,33.0,26.0,17.0,11.0,3.0,5.0,9.0,3080.0,76.0,707.0,11.0
2018-0421,Canada Masters,20180806,Hard,"Anderson, Kevin",RSA,"Donskoy, Evgeny",RUS,4-6 6-2 7-6(0),3,R32,135.0,14.0,6.0,84.0,45.0,38.0,22.0,15.0,0.0,2.0,2.0,3.0,98.0,59.0,41.0,19.0,15.0,3.0,6.0,6.0,4355.0,87.0,688.0,6.0
2018-M007,Miami Masters,20180319,Hard,"Ferrer, David",ESP,"Donskoy, Evgeny",RUS,6-2 6-2,3,R64,73.0,0.0,0.0,64.0,37.0,28.0,13.0,8.0,5.0,5.0,0.0,1.0,42.0,23.0,10.0,10.0,8.0,2.0,6.0,35.0,1370.0,88.0,641.0,0.0
2018-0499,Delray Beach,20180219,Hard,"Johnson, Steve",USA,"Donskoy, Evgeny",RUS,6-1 6-4,3,QF,79.0,9.0,5.0,66.0,37.0,30.0,15.0,9.0,7.0,7.0,3.0,1.0,53.0,33.0,17.0,12.0,8.0,2.0,5.0,51.0,975.0,76.0,694.0,7.0
2018-7434,Sofia,20180205,Hard,"Lacko, Lukas",SVK,"Donskoy, Evgeny",RUS,6-4 6-4,3,R32,79.0,8.0,1.0,57.0,33.0,27.0,15.0,10.0,0.0,0.0,6.0,0.0,76.0,47.0,33.0,13.0,10.0,4.0,6.0,96.0,551.0,71.0,739.0,6.0
2018-M001,Sydney,20180108,Hard,"Mannarino, Adrian",FRA,"Donskoy, Evgeny",RUS,5-7 7-5 6-4,3,R32,140.0,8.0,7.0,94.0,53.0,42.0,26.0,17.0,1.0,3.0,11.0,2.0,101.0,60.0,45.0,19.0,17.0,4.0,7.0,28.0,1625.0,71.0,704.0,3.0
2018-7650,Antalya,20180625,Grass,"Berankis, Ricardas",LTU,"Donskoy, Evgeny",RUS,6-2 6-7(4) 6-3,3,R32,112.0,5.0,2.0,102.0,77.0,54.0,17.0,15.0,5.0,5.0,8.0,2.0,80.0,45.0,32.0,22.0,14.0,0.0,3.0,96.0,585.0,82.0,706.0,3.0
2018-560,Us Open,20180827,Hard,"Medvedev, Daniil",RUS,"Donskoy, Evgeny",RUS,7-5 6-4 6-2,5,R128,122.0,17.0,3.0,79.0,56.0,50.0,12.0,15.0,0.0,0.0,0.0,4.0,97.0,61.0,42.0,18.0,15.0,9.0,13.0,36.0,1182.0,80.0,718.0,8.0
2018-580,Australian Open,20180115,Hard,"Fognini, Fabio",ITA,"Donskoy, Evgeny",RUS,2-6 6-3 6-4 6-1,5,R64,140.0,6.0,5.0,117.0,61.0,42.0,35.0,17.0,2.0,4.0,3.0,4.0,106.0,63.0,46.0,17.0,17.0,9.0,14.0,25.0,1715.0,72.0,710.0,3.0
2018-M035,Washington,20180730,Hard,"Jaziri, Malek",TUN,"Donskoy, Evgeny",RUS,6-4 6-1,3,R64,89.0,6.0,0.0,70.0,40.0,28.0,18.0,9.0,2.0,2.0,1.0,0.0,57.0,30.0,20.0,12.0,8.0,6.0,9.0,64.0,884.0,76.0,731.0,4.0
2018-M021,Madrid Masters,20180507,Clay,"Zverev, Alexander",GER,"Donskoy, Evgeny",RUS,6-2 7-5,3,R32,75.0,4.0,0.0,51.0,34.0,29.0,12.0,10.0,0.0,0.0,1.0,0.0,68.0,48.0,32.0,6.0,10.0,6.0,9.0,3.0,5195.0,90.0,673.0,3.0
2018-0568,St. Petersburg,20180917,Hard,"Klizan, Martin",SVK,"Donskoy, Evgeny",RUS,6-4 6-4,3,R32,90.0,5.0,2.0,60.0,34.0,24.0,11.0,10.0,4.0,7.0,5.0,1.0,67.0,41.0,22.0,13.0,10.0,7.0,12.0,65.0,823.0,84.0,681.0,3.0
2018-0424,New York,20180212,Hard,"Nishikori, Kei",JPN,"Donskoy, Evgeny",RUS,6-2 6-4,3,R16,65.0,7.0,0.0,44.0,24.0,20.0,17.0,9.0,0.0,0.0,2.0,0.0,54.0,43.0,28.0,2.0,9.0,1.0,4.0,27.0,1655.0,72.0,739.0,6.0
2018-0495,Dubai,20180226,Hard,"Krajinovic, Filip",SRB,"Donskoy, Evgeny",RUS,6-1 6-2,3,QF,77.0,4.0,0.0,50.0,35.0,26.0,8.0,7.0,1.0,1.0,2.0,4.0,73.0,43.0,24.0,10.0,8.0,9.0,14.0,34.0,1332.0,74.0,727.0,3.0
2018-M014,Moscow,20181015,Hard,"Krajinovic, Filip",SRB,"Donskoy, Evgeny",RUS,7-5 6-4,3,R16,94.0,12.0,2.0,67.0,40.0,26.0,15.0,11.0,3.0,6.0,2.0,3.0,81.0,45.0,27.0,16.0,11.0,5.0,10.0,34.0,1222.0,105.0,563.0,8.0
2018-540,Wimbledon,20180702,Grass,"Kohlschreiber, Philipp",GER,"Donskoy, Evgeny",RUS,6-2 6-4 7-5,5,R128,120.0,11.0,2.0,81.0,46.0,39.0,22.0,15.0,2.0,3.0,6.0,5.0,109.0,60.0,33.0,28.0,15.0,14.0,19.0,27.0,1575.0,83.0,706.0,6.0
2018-M-DC-2018-G1-EPA-M-AUT-RUS-01,Davis Cup G1 R2: AUT vs RUS,20180406,Hard,"Melzer, Jurgen",AUT,"Donskoy, Evgeny",RUS,6-3 3-6 6-3,3,RR,108.0,7.0,0.0,99.0,73.0,45.0,17.0,14.0,4.0,5.0,8.0,0.0,78.0,61.0,46.0,8.0,13.0,4.0,6.0,586.0,50.0,85.0,660.0,4.0
2018-0439,Umag,20180716,Clay,"Trungelliti, Marco",ARG,"Donskoy, Evgeny",RUS,6-1 6-4,3,QF,72.0,1.0,2.0,59.0,37.0,28.0,12.0,9.0,2.0,2.0,0.0,0.0,48.0,35.0,18.0,8.0,8.0,2.0,5.0,188.0,302.0,83.0,706.0,1.0
2018-7581,Chengdu,20180924,Hard,"Ebden, Matthew",AUS,"Berrettini, Matteo",ITA,6-3 3-6 7-6(3),3,R16,120.0,5.0,6.0,98.0,58.0,42.0,25.0,15.0,3.0,4.0,10.0,2.0,85.0,51.0,39.0,23.0,15.0,3.0,4.0,47.0,994.0,60.0,869.0,2.0
2018-6242,Winston Salem,20180820,Hard,"Chung, Hyeon",KOR,"Berrettini, Matteo",ITA,6-3 3-6 6-3,3,R16,108.0,3.0,3.0,79.0,51.0,41.0,15.0,14.0,2.0,3.0,2.0,5.0,79.0,46.0,35.0,19.0,13.0,4.0,6.0,23.0,1630.0,60.0,899.0,2.0
2018-M015,Beijing,20181001,Hard,"Edmund, Kyle",GBR,"Berrettini, Matteo",ITA,7-5 6-7(2) 7-5,3,R16,168.0,6.0,2.0,118.0,63.0,46.0,33.0,18.0,6.0,7.0,10.0,1.0,107.0,67.0,43.0,28.0,18.0,3.0,6.0,16.0,1855.0,58.0,879.0,2.0
2018-0360,Marrakech,20180409,Clay,"Basilashvili, Nikoloz",RUS,"Berrettini, Matteo",ITA,7-6(2) 6-4,3,R32,94.0,2.0,0.0,71.0,47.0,37.0,14.0,11.0,2.0,3.0,4.0,1.0,75.0,52.0,35.0,14.0,11.0,5.0,7.0,86.0,655.0,104.0,577.0,1.0
2018-0451,Doha,20180101,Hard,"Gojowczyk, Peter",GER,"Berrettini, Matteo",ITA,6-2 6-2,3,R16,51.0,2.0,0.0,38.0,22.0,19.0,13.0,8.0,0.0,0.0,3.0,2.0,50.0,30.0,17.0,8.0,8.0,2.0,6.0,60.0,817.0,135.0,410.0,2.0
2018-7648,Budapest,20180423,Clay,"Bedene, Aljaz",SLO,"Berrettini, Matteo",ITA,7-6(2) 4-6 6-4,3,R16,152.0,8.0,5.0,99.0,66.0,46.0,18.0,16.0,0.0,3.0,5.0,4.0,107.0,69.0,45.0,19.0,16.0,9.0,12.0,57.0,922.0,104.0,577.0,3.0
2018-520,Roland Garros,20180528,Clay,"Thiem, Dominic",AUT,"Berrettini, Matteo",ITA,6-3 6-7(5) 6-3 6-2,5,R32,157.0,7.0,7.0,128.0,84.0,61.0,25.0,19.0,5.0,7.0,9.0,6.0,107.0,69.0,47.0,18.0,19.0,7.0,13.0,8.0,3355.0,96.0,639.0,3.0
2018-0319,Kitzbuhel,20180730,Clay,"Jarry, Nicolas",CHI,"Berrettini, Matteo",ITA,7-5 6-3,3,QF,84.0,4.0,1.0,62.0,46.0,33.0,11.0,10.0,4.0,4.0,4.0,1.0,63.0,39.0,30.0,10.0,11.0,0.0,3.0,53.0,969.0,54.0,927.0,3.0
2018-540,Wimbledon,20180702,Grass,"Simon, Gilles",FRA,"Berrettini, Matteo",ITA,6-3 7-6(4) 6-2,5,R64,117.0,6.0,2.0,88.0,49.0,44.0,24.0,16.0,6.0,7.0,12.0,3.0,83.0,42.0,32.0,18.0,14.0,2.0,6.0,53.0,950.0,81.0,721.0,3.0
2018-0568,St. Petersburg,20180917,Hard,"Shapovalov, Denis",CAN,"Berrettini, Matteo",ITA,7-6(6) 4-6 6-0,3,R16,118.0,3.0,2.0,75.0,42.0,35.0,23.0,14.0,0.0,1.0,7.0,3.0,111.0,73.0,46.0,19.0,14.0,5.0,8.0,34.0,1270.0,62.0,864.0,2.0
2018-M016,Eastbourne,20180625,Grass,"Ferrer, David",ESP,"Berrettini, Matteo",ITA,7-5 6-3,3,R32,86.0,0.0,2.0,85.0,53.0,34.0,16.0,11.0,8.0,11.0,3.0,0.0,48.0,24.0,20.0,6.0,10.0,0.0,5.0,38.0,1155.0,80.0,717.0,0.0
2018-580,Australian Open,20180115,Hard,"Mannarino, Adrian",FRA,"Berrettini, Matteo",ITA,6-4 6-4 6-4,5,R128,107.0,1.0,2.0,78.0,47.0,40.0,21.0,15.0,1.0,1.0,12.0,2.0,79.0,48.0,37.0,17.0,15.0,1.0,4.0,27.0,1625.0,130.0,442.0,1.0
2018-M006,Indian Wells Masters,20180305,Hard,"Medvedev, Daniil",RUS,"Berrettini, Matteo",ITA,6-7(6) 7-5 6-4,3,R64,161.0,6.0,5.0,124.0,66.0,45.0,34.0,17.0,10.0,12.0,7.0,5.0,108.0,61.0,45.0,23.0,17.0,6.0,10.0,57.0,924.0,108.0,540.0,2.0
2018-0500,Halle,20180618,Grass,"Seppi, Andreas",ITA,"Berrettini, Matteo",ITA,6-3 7-5,3,R32,94.0,4.0,0.0,55.0,41.0,36.0,10.0,11.0,0.0,0.0,11.0,1.0,83.0,43.0,28.0,22.0,10.0,9.0,11.0,50.0,1000.0,81.0,714.0,3.0
2018-560,Us Open,20180827,Hard,"Kudla, Denis",USA,"Berrettini, Matteo",ITA,6-4 7-5 6-2,5,R128,137.0,14.0,5.0,113.0,66.0,50.0,24.0,15.0,6.0,7.0,12.0,4.0,107.0,73.0,49.0,12.0,15.0,11.0,16.0,72.0,785.0,57.0,909.0,6.0
2018-M009,Rome Masters,20180514,Clay,"Zverev, Alexander",GER,"Berrettini, Matteo",ITA,7-5 6-2,3,R32,91.0,4.0,0.0,60.0,33.0,25.0,18.0,10.0,4.0,4.0,1.0,1.0,64.0,41.0,25.0,13.0,10.0,4.0,7.0,3.0,6015.0,103.0,594.0,3.0
2018-7163,Istanbul,20180430,Clay,"Daniel, Taro",JPN,"Berrettini, Matteo",ITA,7-5 6-3,3,R32,95.0,4.0,2.0,70.0,46.0,33.0,15.0,11.0,3.0,4.0,5.0,2.0,67.0,39.0,27.0,11.0,10.0,5.0,8.0,114.0,491.0,102.0,594.0,3.0
2018-0316,Bastad,20180716,Clay,"Laaksonen, Henri",SUI,"Berrettini, Matteo",ITA,6-2 6-2,3,R16,58.0,3.0,0.0,48.0,37.0,25.0,9.0,8.0,6.0,6.0,4.0,1.0,48.0,28.0,15.0,9.0,8.0,1.0,5.0,148.0,382.0,75.0,757.0,3.0
2018-M014,Moscow,20181015,Hard,"Rosol, Lukas",CZE,"Berrettini, Matteo",ITA,6-3 4-6 6-4,3,R32,108.0,7.0,5.0,104.0,66.0,48.0,21.0,15.0,9.0,10.0,17.0,0.0,74.0,49.0,41.0,12.0,14.0,2.0,4.0,172.0,327.0,52.0,932.0,4.0
2018-5014,Shanghai Masters,20181008,Hard,"Ebden, Matthew",AUS,"Thiem, Dominic",AUT,6-4 6-7(8) 7-6(4),3,R32,165.0,14.0,3.0,126.0,83.0,59.0,22.0,17.0,6.0,9.0,12.0,3.0,119.0,61.0,50.0,27.0,17.0,5.0,9.0,51.0,974.0,7.0,3825.0,5.0
2018-6932,Rio De Janeiro,20180219,Clay,"Verdasco, Fernando",ESP,"Thiem, Dominic",AUT,6-4 6-0,3,QF,86.0,4.0,2.0,60.0,37.0,31.0,9.0,8.0,4.0,4.0,6.0,3.0,64.0,39.0,22.0,9.0,8.0,9.0,13.0,40.0,1260.0,6.0,4220.0,3.0
2018-0425,Barcelona,20180423,Clay,"Tsitsipas, Stefanos",GRE,"Thiem, Dominic",AUT,6-3 6-2,3,QF,80.0,2.0,0.0,52.0,29.0,21.0,15.0,9.0,1.0,2.0,0.0,4.0,53.0,27.0,19.0,9.0,8.0,4.0,8.0,63.0,822.0,7.0,3755.0,2.0
2018-0421,Canada Masters,20180806,Hard,"Tsitsipas, Stefanos",GRE,"Thiem, Dominic",AUT,6-3 7-6(6),3,R32,81.0,13.0,1.0,60.0,40.0,38.0,12.0,11.0,0.0,0.0,5.0,4.0,63.0,38.0,31.0,13.0,10.0,0.0,1.0,27.0,1534.0,8.0,3665.0,10.0
2018-0414,Hamburg,20180723,Clay,"Jarry, Nicolas",CHI,"Thiem, Dominic",AUT,7-6(5) 7-6(7),3,QF,117.0,5.0,3.0,100.0,60.0,43.0,17.0,12.0,3.0,6.0,5.0,4.0,82.0,55.0,38.0,13.0,12.0,2.0,5.0,69.0,789.0,8.0,3665.0,3.0
2018-0605,Tour Finals,20181112,Hard,"Anderson, Kevin",RSA,"Thiem, Dominic",AUT,6-3 7-6(10),3,RR,108.0,13.0,4.0,72.0,44.0,40.0,16.0,11.0,0.0,0.0,5.0,3.0,71.0,41.0,33.0,18.0,10.0,6.0,7.0,6.0,4310.0,8.0,3895.0,7.0
2018-0352,Paris Masters,20181029,Hard,"Khachanov, Karen",RUS,"Thiem, Dominic",AUT,6-4 6-1,3,SF,70.0,2.0,0.0,47.0,35.0,24.0,8.0,8.0,2.0,3.0,3.0,0.0,55.0,29.0,19.0,8.0,9.0,3.0,8.0,18.0,1845.0,8.0,3825.0,2.0
2018-M006,Indian Wells Masters,20180305,Hard,"Cuevas, Pablo",URU,"Thiem, Dominic",AUT,3-6 6-4 4-2 RET,3,R32,105.0,3.0,3.0,68.0,45.0,32.0,17.0,12.0,4.0,5.0,5.0,4.0,74.0,35.0,25.0,25.0,13.0,3.0,5.0,34.0,1310.0,6.0,3810.0,2.0
2018-M004,Acapulco,20180226,Hard,"Del Potro, Juan Martin",ARG,"Thiem, Dominic",AUT,6-2 7-6(7),3,QF,102.0,8.0,3.0,68.0,47.0,38.0,8.0,10.0,2.0,3.0,9.0,5.0,75.0,49.0,35.0,8.0,10.0,3.0,6.0,9.0,2745.0,6.0,3810.0,5.0
